business_name,business_postal_code,inspection_date,month,day,inspection_score,risk_category
Andersen Bakery,94104,2016-11-09,11,9,89.0,High Risk
Good MongKok Bakery,94108,2017-01-04,1,4,78.0,Low Risk
Schools of the Sacred Heart - San Francisco,94115,2018-02-26,2,26,91.0,Low Risk
El Antigua Cafe Corporation,94116,2019-08-06,8,6,90.0,Moderate Risk
Joe & The Juice,94105,2019-03-06,3,6,80.0,Moderate Risk
SAFEWAY #1507,94114,2017-02-09,2,9,90.0,Low Risk
Akiba,94121,2018-11-15,11,15,96.0,Low Risk
Biergarten,94102,2018-05-03,5,3,98.0,Low Risk
Hong Kong Bakery,94112,2017-08-08,8,8,75.0,Moderate Risk
Ninki Sushi Bar & Restaurant,94116,2017-08-24,8,24,78.0,Low Risk
Wang Wah Restaurant,94112,2017-08-31,8,31,88.0,Moderate Risk
NKG Cafe,94134,2019-04-17,4,17,86.0,Moderate Risk
Cafe Bakery,94122,2018-03-14,3,14,88.0,Moderate Risk
CHATZ,94107,2017-11-07,11,7,86.0,Low Risk
MELS DRIVE-IN,94109,2018-11-30,11,30,94.0,Low Risk
Metropolitan Club,94102,2019-05-29,5,29,90.0,Moderate Risk
San Francisco Brewing Co - Restaurant,94109,2019-05-28,5,28,90.0,Moderate Risk
Kichi Grill,94103,2017-12-11,12,11,88.0,Moderate Risk
Pat's Cafe,94133,2018-08-20,8,20,92.0,Low Risk
El Chico Produce Market #2,94112,2017-05-02,5,2,76.0,Moderate Risk
Tip Top Market,94102,2018-09-24,9,24,67.0,Low Risk
Zantes Pizza,94110,2018-04-11,4,11,92.0,Low Risk
"DANDELION CHOCOLATE, INC.",94103,2019-05-23,5,23,96.0,Moderate Risk
NORDSTROM BAZILLE,94103,2016-10-21,10,21,87.0,High Risk
Silk Road,94132,2017-03-30,3,30,90.0,Moderate Risk
Tenroku Sushi,94115,2016-09-23,9,23,67.0,High Risk
Double Play Bar & Grill,94103,2018-05-29,5,29,76.0,High Risk
SENIORE'S PIZZA,94116,2017-05-22,5,22,88.0,Low Risk
FISHERMAN'S GROTTO NO. 9,94133,2019-07-17,7,17,90.0,Low Risk
Che Fico,94117,2018-06-13,6,13,96.0,Low Risk
Pachino Pizzeria,94108,2017-11-08,11,8,74.0,Moderate Risk
McGarden Bakery,94112,2016-08-19,8,19,81.0,High Risk
Belga,94123,2018-10-01,10,1,87.0,High Risk
Ayola,94105,2018-04-24,4,24,88.0,Moderate Risk
Parlor 1255,94111,2019-02-01,2,1,82.0,Low Risk
Pasilla,94108,2017-09-22,9,22,83.0,High Risk
Top's Cafe,94134,2019-04-15,4,15,76.0,Low Risk
Gallardo's Mexican Restaurant,94110,2018-04-11,4,11,85.0,High Risk
Z & Y Restaurant,94133,2018-12-27,12,27,75.0,Low Risk
Park Plaza Fine Foods,94132,2019-06-06,6,6,76.0,High Risk
A B C MARKET,94110,2018-06-04,6,4,96.0,Moderate Risk
Thai Chef 2,94114,2017-08-18,8,18,90.0,Low Risk
Trattoria Pinocchio,94133,2018-04-19,4,19,73.0,Moderate Risk
FAMILY BILLIARDS,94118,2016-10-17,10,17,94.0,Moderate Risk
I Cafe Chinatown,94108,2019-01-02,1,2,72.0,Low Risk
Sushirrito,94105,2018-12-13,12,13,82.0,Moderate Risk
Pazzia Restaurant,94107,2018-03-07,3,7,92.0,Moderate Risk
7-ELEVEN #20473,94116,2019-06-05,6,5,94.0,Moderate Risk
Los Reyes,94134,2016-08-31,8,31,81.0,Moderate Risk
Overtime,94118,2018-07-25,7,25,92.0,Low Risk
Basil Canteen,94103,2018-05-21,5,21,86.0,Moderate Risk
KATES KITCHEN,94102,2017-06-08,6,8,73.0,High Risk
Jamba Juice,94111,2019-05-15,5,15,94.0,Low Risk
Thai Thai Noodle 2,94109,2017-01-04,1,4,83.0,Low Risk
August1Five,94102,2018-07-05,7,5,88.0,Low Risk
Go Go Market & Deli,94103,2019-06-12,6,12,87.0,Low Risk
Alley House,94118,2016-09-19,9,19,77.0,Moderate Risk
POTRERO TERRACE MARKET,94107,2017-01-12,1,12,98.0,Low Risk
OOLA RESTAURANT & BAR,94103,2018-06-26,6,26,83.0,Moderate Risk
White Swan Inn,94108,2019-04-25,4,25,94.0,Low Risk
Tartine Manufactory,94110,2019-07-25,7,25,90.0,Moderate Risk
BELLA TRATTORIA,94118,2017-02-01,2,1,73.0,High Risk
Saucy Asian,94110,2018-05-17,5,17,94.0,Low Risk
LAKESHORE ELEMENTARY SCHOOL,94132,2016-08-30,8,30,87.0,High Risk
ACE WASABI'S ROCK N ROLL SUSHI,94123,2018-03-20,3,20,88.0,Moderate Risk
Ikes Love & Sandwiches,94109,2017-10-03,10,3,98.0,Low Risk
Grumpy Cafe,94124,2019-01-16,1,16,81.0,Low Risk
Southpaw BBQ,94110,2018-03-22,3,22,96.0,Moderate Risk
New Golden Daisy,94108,2019-04-22,4,22,82.0,Low Risk
The Castro Republic,94114,2017-08-30,8,30,74.0,Low Risk
Cilantro SF Taqueria,94133,2019-04-08,4,8,94.0,Moderate Risk
VICTOR'S,94107,2018-02-05,2,5,80.0,Low Risk
CAKE GALLERY,94103,2018-02-13,2,13,93.0,High Risk
Chisme Cantina,94109,2019-06-04,6,4,91.0,High Risk
The Crepe Cafe,94133,2018-12-07,12,7,85.0,Low Risk
Cafe Le,94109,2017-09-28,9,28,92.0,Moderate Risk
EL RINCONCITO CATRACHO 2,94110,2019-03-12,3,12,74.0,Low Risk
LEE'S FOOD MARKET,94124,2018-10-17,10,17,78.0,Moderate Risk
AL-HAMRA,94103,2016-08-30,8,30,70.0,Moderate Risk
"Eclectic Cookery, Inc.",94124,2018-12-05,12,5,88.0,Low Risk
Eva's Catering,94122,2019-02-15,2,15,79.0,High Risk
FACEBOOK INC.,94105,2019-05-23,5,23,90.0,Moderate Risk
1608 Bistro,94109,2019-05-22,5,22,77.0,Low Risk
Pasquales,94117,2018-07-24,7,24,88.0,Moderate Risk
Umi,94107,2018-05-30,5,30,90.0,Moderate Risk
Sam's Market,94110,2017-02-09,2,9,92.0,Low Risk
Andersen Bakery,94104,2016-11-09,11,9,89.0,Low Risk
Bai Som Thai Kitchen,94121,2019-02-20,2,20,85.0,Moderate Risk
Wipe Out Bar & Grill,94133,2017-10-17,10,17,91.0,Low Risk
Jug Shop Inc,94109,2017-10-02,10,2,92.0,Moderate Risk
Sabor De San Miguel,94110,2017-10-30,10,30,85.0,Moderate Risk
HWA LEI MARKET,94103,2018-05-22,5,22,82.0,Low Risk
The Plant Cafe Organic,94107,2018-02-28,2,28,88.0,Low Risk
All Nite Pizza & Foods,94124,2018-07-31,7,31,79.0,Low Risk
B44,94104,2019-06-24,6,24,92.0,Moderate Risk
Henry's Hunan Restaurant,94111,2019-03-06,3,6,82.0,Low Risk
Gallery Cafe,94108,2019-03-12,3,12,90.0,Low Risk
Pica Pica,94103,2016-11-02,11,2,92.0,Moderate Risk
SMILE'S  B.B.Q.,94110,2018-07-19,7,19,90.0,Moderate Risk
CHRISTA MARKET,94115,2019-08-05,8,5,84.0,Moderate Risk
Sizzling Pot King,94103,2019-06-04,6,4,70.0,Moderate Risk
Truly Mediterranean,94103,2018-02-21,2,21,94.0,Low Risk
"Campton Place SF, A Taj Hotel-Restaurant",94108,2019-02-07,2,7,87.0,Low Risk
Chile Lindo,94103,2019-07-24,7,24,94.0,Low Risk
"Rooster and Rice Too, LLC",94107,2019-04-23,4,23,96.0,Moderate Risk
Kama Sushi,94131,2016-09-22,9,22,87.0,Low Risk
Superette Market,94102,2018-06-05,6,5,88.0,Low Risk
Pagan Restaurant,94121,2016-10-28,10,28,74.0,High Risk
Barzotto,94110,2018-09-12,9,12,87.0,High Risk
CITY CLUB,94104,2019-04-09,4,9,88.0,Low Risk
ROOFTOP SCHOOL,94131,2017-11-01,11,1,96.0,Low Risk
7-Eleven Store 2231-33429A,94111,2018-06-07,6,7,88.0,Moderate Risk
Yoppi Yogurt,94103,2016-11-29,11,29,90.0,Low Risk
Patxi's Pizza,94114,2017-10-19,10,19,92.0,Moderate Risk
Californios,94110,2018-08-02,8,2,85.0,Low Risk
Pizza Zone & Grill,94102,2016-11-18,11,18,88.0,Moderate Risk
Tart To Tart Inc.,94122,2018-03-01,3,1,73.0,Low Risk
Nizario's Pizza,94118,2017-03-28,3,28,90.0,Moderate Risk
SUNSET SUPER,94116,2019-06-26,6,26,84.0,Moderate Risk
Lalita Thai Restaurant & Bar,94102,2017-09-27,9,27,84.0,Moderate Risk
Mikaku Restaurant,94108,2018-11-26,11,26,86.0,Low Risk
MENKEE WONTON,94122,2019-04-25,4,25,73.0,Moderate Risk
Dragon River Restaurant,94118,2017-07-13,7,13,69.0,High Risk
Cafe Majestic,94109,2017-05-03,5,3,90.0,Low Risk
PEET'S COFFEE & TEA,94114,2019-07-23,7,23,96.0,Low Risk
7 Eleven #2366-35696A,94104,2018-06-06,6,6,86.0,Moderate Risk
BK11852,94103,2016-10-31,10,31,85.0,High Risk
AUTO CITY Food Mart,94110,2017-01-11,1,11,80.0,Low Risk
Happy Moose Juice,94124,2018-12-05,12,5,86.0,Low Risk
Beeps Burgers,94112,2018-07-05,7,5,98.0,Low Risk
The Clay Pot House LLC,94118,2018-07-18,7,18,87.0,Moderate Risk
La Noisette Café and Deli,94103,2018-04-27,4,27,92.0,Moderate Risk
Brass Tacks,94102,2019-01-24,1,24,96.0,Moderate Risk
Blue Fog Market,94123,2018-06-07,6,7,89.0,High Risk
Vietnamese Noodle House,94122,2016-09-13,9,13,79.0,Moderate Risk
Uncle Cafe,94108,2018-12-18,12,18,69.0,Moderate Risk
LA MEDITERRANEE,94114,2019-06-25,6,25,92.0,Moderate Risk
"R & G Executive Lounge, Inc",94108,2018-10-11,10,11,74.0,Low Risk
THIRSTY BEAR BREWING CO,94105,2017-03-28,3,28,90.0,Low Risk
PACIFIC SUPER MARKET,94112,2018-04-16,4,16,78.0,Moderate Risk
Super Duper Burgers,94105,2016-12-09,12,9,86.0,Low Risk
E-Z STOP MARKET,94134,2017-09-13,9,13,94.0,Moderate Risk
Jake's Steaks,94123,2018-05-08,5,8,90.0,Low Risk
AL-HAMRA,94103,2016-08-30,8,30,70.0,Moderate Risk
Dottie's True Blue Cafe,94103,2018-02-12,2,12,88.0,Moderate Risk
Beacon Coffee & Pantry,94133,2018-04-03,4,3,90.0,Low Risk
"Music Hall, LLC dba Great American Music Hall",94109,2018-09-26,9,26,82.0,High Risk
The Sausage Factory,94114,2018-04-03,4,3,87.0,High Risk
Plouf,94104,2017-09-13,9,13,81.0,High Risk
Local Roots Leidesdorff,94104,2017-10-26,10,26,90.0,Low Risk
Kama O Deli LLC,94107,2019-04-30,4,30,88.0,Moderate Risk
MARINA SUBMARINE,94123,2018-03-07,3,7,92.0,Moderate Risk
Parkside Quickly,94116,2016-09-26,9,26,86.0,Low Risk
BAKERY/ICE CREAM/STOREROOM,94105,2019-04-17,4,17,90.0,Low Risk
Cafe Pellegrini,94133,2016-09-09,9,9,96.0,Low Risk
Target - Starbucks,94103,2016-12-16,12,16,96.0,Low Risk
Ann's Donut Coffee Shop,94112,2017-11-14,11,14,92.0,Low Risk
Burger King #4668,94110,2018-05-18,5,18,90.0,Low Risk
Bill's Place,94121,2019-02-06,2,6,94.0,Low Risk
Shabusen,94115,2019-03-19,3,19,88.0,Moderate Risk
Dabba,94105,2018-05-17,5,17,98.0,Low Risk
Bernal Heights Market,94110,2016-12-15,12,15,92.0,Low Risk
Bubba Gump Shrimp Co.,94133,2019-05-08,5,8,92.0,Moderate Risk
G & L RESTAURANT,94134,2019-05-02,5,2,70.0,Low Risk
Las Palmeras,94110,2019-07-31,7,31,79.0,Moderate Risk
J.B.'S PLACE,94107,2017-10-16,10,16,82.0,High Risk
Chili House Inc.,94118,2018-09-17,9,17,70.0,Moderate Risk
EL BURRITO EXPRESS #2,94115,2019-07-29,7,29,79.0,Low Risk
TAQUERIA EL FAROLITO,94110,2018-07-30,7,30,88.0,Low Risk
PRESIDIO GOLF CLUB,94118,2017-05-11,5,11,93.0,High Risk
TAQUERIA CANCUN,94110,2017-06-01,6,1,92.0,Low Risk
R. Image Market,94110,2019-05-01,5,1,88.0,Moderate Risk
Red Jade Restaurant,94114,2017-08-16,8,16,80.0,Low Risk
Wok And Go,94110,2017-06-27,6,27,70.0,Low Risk
TFM Cafe,94116,2018-06-04,6,4,90.0,Low Risk
EUREST DINING SERVICES,94105,2018-11-26,11,26,94.0,Low Risk
Pasilla,94108,2019-06-04,6,4,87.0,High Risk
SAY CHEESE,94117,2019-06-12,6,12,94.0,Low Risk
"Asana, Inc.",94103,2018-05-09,5,9,98.0,Low Risk
Happy Chinese Restaurant,94133,2017-11-29,11,29,88.0,Low Risk
DeliMan,94112,2019-05-28,5,28,87.0,High Risk
Bayshore Taqueria,94124,2018-04-24,4,24,75.0,Moderate Risk
Bussaba,94122,2018-08-14,8,14,76.0,High Risk
Guang Dong Barbecue Tea House,94122,2019-07-18,7,18,82.0,Moderate Risk
MONG THU COFFEE SHOP,94102,2017-01-12,1,12,83.0,High Risk
Wok This Way,94118,2018-08-20,8,20,74.0,Moderate Risk
Grandeho's Kamekyo II,94109,2017-11-02,11,2,86.0,Low Risk
CHIPOTLE MEXICAN GRILL,94105,2017-11-21,11,21,98.0,Low Risk
Dumpling Time,94103,2019-06-14,6,14,92.0,Moderate Risk
Subway on Jefferson,94133,2019-07-17,7,17,94.0,Low Risk
Squat and Gobble Cafe,94123,2018-01-08,1,8,80.0,High Risk
Ayola,94108,2016-08-22,8,22,90.0,Moderate Risk
Green Bar,94111,2019-03-07,3,7,72.0,Moderate Risk
Joe & The Juice Howard,94105,2019-05-06,5,6,86.0,Moderate Risk
Tokyo Express 3,94132,2019-03-01,3,1,92.0,Moderate Risk
Over the Moon,94111,2019-05-10,5,10,83.0,Low Risk
Cafe Europa,94118,2016-11-02,11,2,71.0,High Risk
Pinecrest Diner,94102,2017-01-10,1,10,84.0,Low Risk
PLOY #2 THAI CUISINE,94117,2017-03-01,3,1,74.0,High Risk
Vietnamese Noodle House,94122,2018-12-06,12,6,72.0,Low Risk
Guang Dong Barbecue Tea House,94122,2016-12-07,12,7,86.0,Low Risk
Miyabiya Sushi and Grill,94102,2019-02-25,2,25,82.0,Moderate Risk
Burmese Kitchen,94118,2018-04-11,4,11,88.0,Low Risk
The Blue Light,94123,2017-05-26,5,26,74.0,Low Risk
Etcetera Wine Bar,94110,2019-06-05,6,5,85.0,Moderate Risk
Bob's Donuts and Pastries,94109,2018-03-19,3,19,90.0,Moderate Risk
City Chopsticks,94108,2019-02-26,2,26,75.0,Moderate Risk
TURO CAFE AND GRILL LLC,94112,2018-12-03,12,3,67.0,High Risk
U :DESSERT STORY,94123,2019-06-25,6,25,94.0,Moderate Risk
JANNAH,94117,2017-11-15,11,15,76.0,Moderate Risk
RAMENWELL,94110,2019-05-15,5,15,92.0,Moderate Risk
Golden Gate Dim Sum Seafood,94121,2017-08-01,8,1,63.0,Moderate Risk
Nopalito,94122,2018-02-14,2,14,90.0,Low Risk
Cafe In,94103,2016-12-29,12,29,82.0,Low Risk
95305 C&C Concessions/Portable 214 Lemonade Snack Cart,94107,2019-07-19,7,19,96.0,Moderate Risk
Super Save Supermarket,94124,2018-07-16,7,16,90.0,Low Risk
BEN WAH RESTAURANT,94115,2018-05-22,5,22,74.0,High Risk
The Snug,94115,2018-08-07,8,7,80.0,Low Risk
ONE MARKET RESTAURANT,94105,2019-04-03,4,3,83.0,Moderate Risk
Tycoon Cafe & Restaurant,94109,2017-07-21,7,21,73.0,High Risk
BERNAL STAR,94110,2017-09-25,9,25,74.0,Moderate Risk
SUNNYSIDE ELEMENTARY SCHOOL,94112,2017-10-10,10,10,94.0,Low Risk
Auntie April's,94124,2017-10-02,10,2,86.0,High Risk
Peet's Coffee & Tea,94118,2017-09-18,9,18,98.0,Low Risk
Sushi Avenue Inc,94132,2017-12-06,12,6,96.0,Low Risk
Jamba Juice,94103,2017-11-01,11,1,94.0,Low Risk
Golden King Vietnamese Restaurant,94108,2018-12-03,12,3,55.0,High Risk
Mission Cheese,94110,2017-12-05,12,5,93.0,High Risk
Twenty Five Lusk,94107,2018-02-05,2,5,96.0,Low Risk
La Quinta Restaurant,94110,2016-12-06,12,6,92.0,Moderate Risk
A La Turca,94109,2019-03-06,3,6,83.0,Moderate Risk
Cable Car Restaurant,94133,2018-03-13,3,13,82.0,Moderate Risk
CAL MART SUPERMARKET,94118,2018-10-01,10,1,78.0,Moderate Risk
Lucky Ocean Cafe,94112,2019-04-22,4,22,86.0,Low Risk
New Heng Fung Inc,94122,2017-11-14,11,14,79.0,Moderate Risk
"Tokyo Katana-Ya, LLC",94102,2016-12-28,12,28,91.0,Low Risk
Nonna Rose Restaurant,94133,2018-02-20,2,20,90.0,Low Risk
La Noisette Café and Deli,94103,2019-04-22,4,22,92.0,Moderate Risk
Cafe La Flore 1,94118,2019-04-17,4,17,94.0,Low Risk
La Boulangerie de San Francisco,94123,2016-10-05,10,5,92.0,Low Risk
Golden Gate Dim Sum Seafood,94121,2019-04-01,4,1,80.0,Low Risk
AFC Sushi @ Haight Street Market,94117,2019-05-13,5,13,98.0,Low Risk
LA CANASTA TAKE-OUT,94123,2016-09-19,9,19,75.0,Low Risk
Pho Express,94104,2019-05-14,5,14,86.0,Moderate Risk
Southpaw BBQ,94110,2017-08-25,8,25,90.0,Low Risk
PACIFIC CATCH,94123,2018-01-04,1,4,88.0,Low Risk
Locali Mediterranean,94111,2019-04-08,4,8,85.0,Moderate Risk
CAFE COLE,94117,2017-02-27,2,27,79.0,High Risk
Yum Yum Sushi House,94122,2018-05-11,5,11,90.0,Moderate Risk
Golden City Inn,94124,2019-02-07,2,7,61.0,Moderate Risk
VIVE LA TARTE,94114,2019-07-29,7,29,96.0,Moderate Risk
Poke Bowl,94112,2017-12-29,12,29,77.0,Low Risk
ORIENTAL SEAFOOD RESTAURANT,94122,2017-11-15,11,15,76.0,High Risk
Starbucks  Coffee #22607,94104,2019-05-15,5,15,86.0,Low Risk
Zantes Pizza,94110,2017-10-27,10,27,90.0,Moderate Risk
Marufuku Ramen,94115,2017-03-29,3,29,91.0,High Risk
Sushi Raw #3,94117,2018-10-01,10,1,84.0,Low Risk
Kama Sushi Soma,94103,2019-03-12,3,12,86.0,Low Risk
Hahn's Hibachi,94109,2018-08-14,8,14,85.0,Moderate Risk
Wooden Spoon,94110,2018-01-30,1,30,96.0,Low Risk
EMPEROR PALACE RESTAURANT,94118,2018-11-26,11,26,85.0,Low Risk
Chug Pub,94122,2016-09-13,9,13,88.0,Moderate Risk
Little Saigon Deli,94105,2017-03-22,3,22,80.0,Low Risk
SOUTH BEACH YACHT CLUB,94107,2019-05-06,5,6,88.0,Moderate Risk
Lee's Deli,94105,2019-01-03,1,3,87.0,Moderate Risk
Corridor,94102,2016-11-10,11,10,94.0,Low Risk
Gateway Croissants,94102,2019-06-12,6,12,83.0,Low Risk
Split Bread,94105,2019-03-19,3,19,84.0,Moderate Risk
Boba Guys,94110,2018-06-05,6,5,96.0,Low Risk
KATES KITCHEN,94102,2017-06-08,6,8,73.0,High Risk
WHITE PALACE LIQUOR & DELI,94134,2016-12-17,12,17,94.0,Low Risk
Advance Magazine Publishers Inc.,94107,2018-06-29,6,29,96.0,Moderate Risk
WEBSTER ELEMENTARY SCHOOL,94107,2017-02-08,2,8,89.0,Moderate Risk
Aliment,94108,2018-06-18,6,18,92.0,Moderate Risk
LELENITA'S CAKES,94110,2017-05-23,5,23,86.0,Low Risk
NOAH'S BAGELS,94133,2016-10-17,10,17,79.0,Low Risk
Shanghai House,94121,2018-09-10,9,10,70.0,High Risk
Bow Hon Restaurant,94108,2018-12-06,12,6,83.0,High Risk
Zingari,94102,2017-06-14,6,14,96.0,Low Risk
Royal Bakery,94112,2018-04-19,4,19,79.0,Low Risk
Proper Food,94104,2019-03-18,3,18,92.0,Moderate Risk
Schuberts Bakery,94118,2017-09-15,9,15,98.0,Low Risk
Bella 3848,94118,2018-11-15,11,15,90.0,Low Risk
Lori's Diner,94102,2019-02-04,2,4,69.0,Low Risk
Western Addition Senior Citizen Service,94115,2016-12-07,12,7,88.0,Moderate Risk
The Pub,94109,2018-06-15,6,15,81.0,Moderate Risk
HARVEY'S,94114,2018-10-15,10,15,94.0,Moderate Risk
Cala Restaurant,94102,2019-06-04,6,4,92.0,Moderate Risk
Starbucks Coffee,94111,2017-12-27,12,27,96.0,Low Risk
Blanc et Rouge,94111,2017-02-27,2,27,94.0,Low Risk
Happy Moose Juice,94124,2017-01-24,1,24,96.0,Moderate Risk
The Pin Up,94107,2018-07-20,7,20,90.0,Low Risk
Venticello Ristorante,94108,2017-11-06,11,6,96.0,Low Risk
PUSHCART FARE,94110,2018-11-28,11,28,81.0,High Risk
Ghirardelli Chocolate,94105,2019-05-07,5,7,90.0,Moderate Risk
Allstars Donuts & Burgers,94102,2017-12-04,12,4,94.0,Moderate Risk
Ritz-Carlton SF - Banquet Kitchen,94108,2019-02-25,2,25,96.0,Moderate Risk
Smashburger Store #1271,94103,2017-01-24,1,24,94.0,Low Risk
"Williams-Sonoma, Inc.",94111,2018-07-31,7,31,85.0,Moderate Risk
Franciscan Crab Restaurant,94133,2017-11-06,11,6,82.0,Moderate Risk
Sqwers Restaurant,94118,2016-10-17,10,17,68.0,Moderate Risk
Tamashi,94123,2018-07-09,7,9,79.0,Low Risk
Gateway Croissants,94102,2017-10-23,10,23,73.0,Moderate Risk
"LA MEDITERRANEE I, INC.",94115,2018-09-26,9,26,91.0,High Risk
Cento Osteria,94107,2018-05-01,5,1,96.0,Low Risk
MARNEE THAI RESTAURANT,94122,2018-01-30,1,30,80.0,Moderate Risk
Zaoh Restaurant,94103,2018-03-23,3,23,82.0,High Risk
Keeva Indian Kitchen,94118,2019-04-16,4,16,83.0,Low Risk
WALGREENS #05487,94124,2018-11-05,11,5,91.0,High Risk
Uncle Benny's Donut & Bagel,94122,2018-06-29,6,29,96.0,Low Risk
NEW EMMY'S RESTAURANT,94127,2017-06-21,6,21,81.0,Low Risk
Luke's Local,94124,2018-07-31,7,31,94.0,Low Risk
Club Mari's,94115,2019-03-19,3,19,85.0,Low Risk
BASIL THAI RESTAURANT & BAR,94103,2019-08-12,8,12,92.0,Low Risk
Tacolicious,94133,2019-08-08,8,8,79.0,Moderate Risk
Specialty's Cafe & Bakery,94105,2018-05-01,5,1,90.0,Moderate Risk
94976 Warehouse Kitchen (Inside Main Warehouse),94107,2018-03-26,3,26,90.0,Moderate Risk
"KBGC, Inc.",94111,2018-10-09,10,9,90.0,Moderate Risk
Aria,94109,2018-02-07,2,7,85.0,High Risk
China Express Deli,94110,2018-07-24,7,24,84.0,Low Risk
Fasty Fresh Inc/Firepie,94110,2018-09-11,9,11,90.0,Low Risk
Pho Ha Tien,94127,2018-03-15,3,15,90.0,Low Risk
95245 Doggie Diner/Taqueria,94107,2018-03-26,3,26,92.0,Moderate Risk
David's Deli & Bistro,94102,2019-03-11,3,11,84.0,Low Risk
Live Sushi Bar,94103,2017-01-31,1,31,94.0,Low Risk
Vinyl Cafe and Wine Bar,94117,2018-05-23,5,23,79.0,High Risk
TOMMYS MEXICAN RESTAURANT,94121,2018-02-07,2,7,81.0,Moderate Risk
360 Gourmet Burrito,94104,2019-04-17,4,17,90.0,Low Risk
Specialty's Cafe & Bakery,94111,2016-12-27,12,27,86.0,Low Risk
Sweet Basil Thai Cuisine,94110,2017-06-01,6,1,82.0,Moderate Risk
EL BURRITO EXPRESS #2,94115,2019-01-09,1,9,79.0,Low Risk
Bay Subs & Deli,94115,2018-05-02,5,2,96.0,Low Risk
MISSION BURGER,94110,2019-05-14,5,14,92.0,Low Risk
Pampanguena Cuisine,94112,2019-05-23,5,23,90.0,Moderate Risk
Kui Shin Bo #2,94109,2018-04-24,4,24,82.0,Low Risk
HAI SUN RESTAURANT,94123,2017-10-02,10,2,75.0,Low Risk
Bayshore Market Deli & Liquor,94124,2019-04-22,4,22,84.0,Moderate Risk
Arang Restaurant,94115,2019-01-22,1,22,66.0,High Risk
Taqueria Lolita,94124,2018-08-21,8,21,57.0,Low Risk
Modern Thai Inc.,94109,2018-10-29,10,29,85.0,Low Risk
PACIFIC CATCH,94123,2019-01-17,1,17,90.0,Moderate Risk
LA VICTORIA BAKERY,94110,2016-09-06,9,6,78.0,Low Risk
BALBOA BI-RITE MARKET,94121,2018-03-15,3,15,84.0,Moderate Risk
Sugarcane SF,94121,2017-01-26,1,26,92.0,Moderate Risk
Ghirardelli Chocolate,94107,2018-09-11,9,11,90.0,Moderate Risk
Quickly,94133,2019-07-19,7,19,90.0,Low Risk
Flores,94123,2017-10-19,10,19,91.0,High Risk
Viva Goa Indian Cuisine,94123,2017-04-07,4,7,60.0,Moderate Risk
ROSSI'S DELI,94114,2017-06-30,6,30,86.0,Low Risk
Wo Chong,94108,2017-11-27,11,27,86.0,Moderate Risk
Laksa,94110,2017-12-11,12,11,86.0,Low Risk
Gold Coast Grill & Catering,94132,2017-02-17,2,17,94.0,Moderate Risk
Subway Sandwiches #34341,94103,2019-03-14,3,14,77.0,Moderate Risk
CAFFE' ROMA,94103,2018-04-23,4,23,90.0,Moderate Risk
The Brick Yard,94123,2017-05-12,5,12,70.0,Low Risk
Sushirrito,94111,2017-09-12,9,12,89.0,Moderate Risk
PHO 335,94114,2018-12-07,12,7,84.0,Moderate Risk
Henry's Hunan Restaurant,94112,2019-05-06,5,6,85.0,Low Risk
NY FRANKFURTER / COFFEE CART,94102,2018-06-05,6,5,100.0,Low Risk
Maple Restaurant,94112,2019-06-04,6,4,70.0,High Risk
STARBUCKS COFFEE,94117,2017-11-14,11,14,96.0,Moderate Risk
District,94107,2017-01-11,1,11,92.0,Moderate Risk
GAS & SHOP,94110,2019-08-07,8,7,92.0,Low Risk
Mi Ranchito Produce,94110,2018-06-25,6,25,88.0,Low Risk
Walgreens #4609,94103,2019-04-02,4,2,91.0,Low Risk
Nourish Cafe,94118,2017-05-18,5,18,87.0,Low Risk
Expressions Snack Bar,94133,2018-07-13,7,13,94.0,Low Risk
"KISS MY SEOUL, LLC",94103,2019-01-25,1,25,96.0,Low Risk
Chang's Kitchen,94122,2018-03-30,3,30,86.0,Moderate Risk
Kama Sushi Soma,94103,2017-02-14,2,14,82.0,Moderate Risk
Sauce Belden,94104,2019-02-21,2,21,88.0,Low Risk
TASTY RESTAURANT,94121,2019-07-24,7,24,84.0,Moderate Risk
Zaoh Restaurant,94103,2019-04-04,4,4,83.0,Low Risk
Arabian Nights,94110,2018-01-11,1,11,79.0,Low Risk
New Hampshire Market,94110,2019-05-09,5,9,96.0,Moderate Risk
Cafe Venue,94104,2019-04-11,4,11,81.0,Moderate Risk
RUSSELL'S CONVENIENCE #621,94105,2018-02-21,2,21,90.0,Moderate Risk
GORDO TAQUERIA #6,94121,2018-07-10,7,10,86.0,High Risk
Pescatore,94133,2019-04-25,4,25,92.0,Low Risk
Pizzelle Di North Beach,94133,2019-05-24,5,24,86.0,Low Risk
Chenery Market,94131,2018-02-05,2,5,90.0,Low Risk
PHUKET THAI RESTAURANT,94117,2019-04-10,4,10,71.0,Moderate Risk
TS Cafe,94112,2019-01-08,1,8,85.0,High Risk
DESTINATION BAKING COMPANY,94131,2017-08-22,8,22,90.0,Low Risk
Origin,94115,2018-06-28,6,28,96.0,Low Risk
T-28 Bakery & Café,94116,2017-08-16,8,16,80.0,High Risk
Wingtip,94111,2019-03-25,3,25,83.0,Low Risk
TASTY RESTAURANT,94121,2019-07-24,7,24,84.0,Low Risk
Mixt Greens/Mixt,94108,2018-05-25,5,25,82.0,High Risk
Subway #25578,94111,2017-09-18,9,18,83.0,Moderate Risk
Cocobang,94102,2019-06-03,6,3,86.0,Low Risk
